,0,1,2,3,4,5,6,7,8,9,10
0,375.73,0.08439021521963497,1.9300000000000068,2.3266029177685117,2.9433216114078644,8.663142108180587,135738.06694170833,368.3533003643936,15.860000000000014,368.3763465944595,359.87
1,381.39,-0.01820889861973063,2.6200000000000045,3.3115193421352496,4.275137329887346,18.276799189396307,136627.94018347916,369.46910983862574,21.310000000000002,369.56895021870446,360.08
2,379.22,-0.7292335345928302,3.329999999999984,3.65494711513661,4.365412227934459,19.056823919799694,135831.23973164582,368.05967204580946,18.730000000000018,368.4886627785878,360.49
3,387.45,0.36175717725277234,4.0499999999999545,4.733477321364478,5.972918996940122,35.675761344008194,135604.37386058332,367.77732951587717,29.50999999999999,368.1582003749219,357.94
4,376.15,-0.6268667917173163,2.659999999999968,3.092817724697272,3.6941153229106236,13.646488018963062,135935.1297615625,368.7769078604893,16.859999999999957,368.6369110601958,359.29
5,382.8,-0.26649696425838654,4.009999999999991,4.5405195491236485,5.651366191509693,31.937939830538774,136694.37470643752,369.60999999999996,27.77000000000004,369.6403270152052,355.03
6,384.32,0.2188651361288847,3.640000000000043,4.61211113979804,6.11996172111302,37.45393146788864,135605.50161866666,368.18033836543464,32.379999999999995,368.157317225578,351.94
7,379.54,-0.4709756020030804,2.9899999999999523,3.2912318039691884,4.019481736413748,16.156233429363674,136377.623694375,369.3308328995315,20.710000000000036,369.2330764424078,358.83
8,377.74,0.14795385644104586,1.9300000000000068,2.338206536416829,2.9783886918822913,8.870799199932307,136323.82039889583,368.88917751171266,15.629999999999995,369.17009164757343,362.11
9,378.36,-0.1659544070269181,2.8000000000000114,3.2160688221891562,3.926507331772063,15.417459826459766,136329.86868035418,369.30145236855805,20.27000000000004,369.16941678816914,358.09
10,384.22,0.1275668161531427,3.079999999999984,3.9531937962830686,5.047405366726915,25.476300936063666,136628.28272737502,369.04374804789177,27.30000000000001,369.55967506769423,356.92
11,387.55,0.26736075573832396,3.930000000000007,4.76842844698266,5.9877418235384585,35.85305214535166,136873.85447535416,368.9621863612702,27.400000000000034,369.8776817329723,360.15
12,385.48,-0.055490547738364704,3.8099999999999454,4.592859745381276,5.741334745513111,32.9629246600361,135998.77071983332,368.21394065590835,28.180000000000007,368.6970131222662,357.3
13,388.03,-0.5092696778037524,4.8700000000000045,5.614600292647151,6.753682498101136,45.6122272851576,137414.60480279167,369.9261530452889,33.25,370.5946302853572,354.78
14,389.55,0.5938039953579644,3.660000000000025,4.7155556584254965,6.114030332259352,37.3813669037874,136484.53666641668,368.8535866736075,31.590000000000032,369.34906894397,357.96
15,389.86,-0.7018169123277027,6.310000000000002,6.601095035007331,7.701776997771448,59.31736892340138,136839.93520477085,368.7856116605934,33.77000000000004,369.8001187252656,356.09
16,378.55,0.26915862623006115,2.1999999999999886,2.76776033910522,3.5940080962625607,12.916894196000836,136725.49534908336,369.73939614783967,19.139999999999986,369.7081316392418,359.41
17,378.43,-0.6160084789185265,2.8100000000000023,3.341420310052221,4.114615807195923,16.93006324082656,136006.77796620832,368.5180583029672,18.319999999999993,368.72960633201416,360.11
18,383.85,1.067352664606755,2.3100000000000023,3.383185242989681,4.4443791725236865,19.75250622916233,136889.06894889585,368.9532951587715,22.260000000000048,369.9200020828994,361.59
19,379.07,-0.5945289156921603,3.069999999999993,3.5352722947351722,4.293304609988209,18.432464474146013,136203.71730756247,368.5568714211348,19.95999999999998,368.99446990210373,359.11
20,387.01,-0.5350640929056363,4.420000000000016,5.4627686032396,6.853990113887136,46.97718048126259,137175.1317660625,369.5535814679854,30.49000000000001,370.26962091230996,356.52
21,382.73,-0.1599709415052808,3.240000000000009,3.9258076267784405,4.9590328239110315,24.59200654862702,136828.3433587083,370.0690421655388,24.660000000000025,369.83138929389713,358.07
22,386.6,-0.9029289433105139,6.350000000000023,6.593198453196654,7.682602663574853,59.02238368636743,135326.69754625,367.1947267048413,31.460000000000036,367.74923557592166,355.14
23,386.78,-0.07527304173951554,4.78000000000003,5.760808004442246,7.348178924678321,53.99573350908665,135290.75414587502,367.93724622592396,37.20999999999998,367.70720683191,349.57
24,378.26,-0.6052467454226291,3.1399999999999864,3.4091164753784686,4.184698035012895,17.511697644240783,136149.13312008334,368.9024466423738,18.599999999999966,368.921762132889,359.66
25,388.03,-0.16157770906269775,4.060000000000002,4.874439963624541,5.9717642535510045,35.66196829998959,137267.08412958335,369.26444560124935,28.129999999999995,370.4090147885857,359.9
26,380.94,0.049008644913809185,2.5600000000000023,3.7481355004800334,4.800706109053946,23.04677914550788,135730.54227966667,367.4966215512754,22.629999999999995,368.3466152884816,358.31
27,385.99,-0.9187912899884392,6.420000000000016,7.370295149143796,8.811868717436822,77.64903029334167,135669.62032852083,367.51077563768865,34.84000000000003,368.189800041658,351.15
