Freq/Samples;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185
0.1;2.271054923;1.391888513;2.865322188;3.184802525;2.908029952;3.501222892;2.377471965;2.107465174;3.88638783;3.878300509;3.855715776;4.33531471;3.995212655;3.352854033;3.162424638;4.724308881;3.541604824;4.157568462;3.142234789;3.180828553;3.103586139;3.251849731;2.518281741;2.125222467;2.053142036;4.029367281;4.166739012;3.891832185;3.520643701;4.630888422;4.233840806;3.651152352;4.08326424;4.149922828;3.630665775;4.183697521;4.495334992;3.138339737;2.910875197;3.638503911;2.883152112;1.828724161;3.060138099;2.256119166;3.990060177;3.575575161;3.669487852;3.43780484;3.974546711;3.908425635;2.953798773;5.233489671;4.204102482;4.420784613;4.763432679;4.559786;3.099131621;2.880083521;2.847075861;3.474170546;4.442262818;2.931760778;2.854028628;4.447737904;4.682440168;4.360541383;4.063958882;4.593319651;4.019769855;4.68829122;4.290666364;4.188923689;3.646494634;4.169922567;3.487799871;1.910978724;2.721948193;2.892465253;3.265872637;4.687730353;3.827825663;4.32559115;4.16790345;3.791593979;4.79808419;3.685534248;3.591566628;4.942633481;5.728953952;3.768546639;3.2761346;3.361572759;3.545699746;3.150303483;3.893136691;3.749907358;3.860001036;4.324722078;4.683778277;3.393518539;3.416625421;3.714101225;4.924511837;3.293371483;3.802458974;3.272677934;2.923009949;3.313981354;4.159260432;2.298529314;4.245521339;4.20367725;5.151665508;4.558377071;5.213636628;4.679520678;5.298036005;4.678573528;3.77633752;4.424944486;2.556790643;3.91410632;4.06426393;2.465788111;4.326950828;4.583857114;5.378429908;4.555091655;4.141911037;4.066978516;2.873446065;3.756150036;3.390398369;3.591687247;3.801663298;4.593611007;4.413760031;4.511303663;4.650102555;4.997937261;5.095439783;4.28798128;4.035761639;3.114509252;4.284557616;3.911644363;3.961219116;4.504612275;5.5727524;3.787123839;4.736617632;5.154963177;4.637342196;4.092158344;4.890889132;4.730772217;3.698789087;4.223075894;4.201166684;2.748869909;5.432931775;4.800789154;4.986398251;4.506985868;4.850156677;4.441272243;4.104213424;4.449143837;4.781982585;4.397147794;4.484181933;3.879344321;5.506495405;3.533691002;4.970209663;5.870531334;6.217567169;3.705969337;4.352516487;3.381594841;3.468279808;4.244201762;3.948385915;5.158729889;6.080640134
0.133333;1.332455029;-0.050526467;1.533551811;1.502767892;1.340559393;2.047641916;0.394630915;0.587414271;1.762124934;2.44426849;2.220793474;2.090799362;2.346788847;2.378515708;3.25877025;2.312284865;2.607121424;2.702528928;1.852633842;1.770591655;2.046067656;1.713905986;1.649241556;1.613217075;1.582024817;2.78248088;2.788055465;2.367160848;2.555799332;2.62934035;2.141282446;2.020717274;2.923933613;2.64059889;2.348135333;3.071454998;3.333461112;1.87516108;1.27901847;2.946698514;1.727875153;0.428444933;1.807700016;1.66097923;2.846140857;2.042160646;2.255413146;2.241569588;2.760838371;2.93132143;3.453943563;3.024162013;3.030094311;3.619401954;3.800902328;2.370707893;1.627446746;2.037822296;2.238780652;2.452099659;2.164688461;1.439232212;1.631762061;3.314211485;3.160527652;2.986964068;2.344312736;2.838905996;3.432094322;2.700362216;2.610724248;2.898698171;2.271967484;2.450991845;2.275714134;1.755226957;1.737945104;2.111998163;2.792736852;3.062378812;3.350560874;3.396392787;2.888378774;1.701690675;3.248953125;3.290603604;2.92681075;3.591359094;4.059219117;2.163429829;2.070431887;2.399509799;2.573885308;2.657616322;1.999464196;1.498748229;3.05544393;3.476817318;2.723783834;2.907024735;3.217463725;2.286890754;4.248514251;1.842740207;2.345213846;1.329951628;3.515179949;2.71302312;3.48619607;2.147599478;3.8546757;3.326340895;3.131822562;3.778615174;3.760474808;3.380623154;4.72200493;4.227830169;2.410911691;3.540899383;2.316222177;2.487970455;3.374161581;2.226767102;2.896814606;3.688511353;4.38089851;3.403822624;3.200452054;2.922813335;3.108189604;3.621056584;2.908571684;3.132388418;3.404013578;3.204184493;3.251872542;2.566348366;4.633883846;4.23468998;4.423556071;3.306544137;3.535655931;3.229727711;3.221595091;3.062684629;3.208121607;2.654274948;4.103513184;4.791238679;4.421333862;4.302542454;4.13462867;2.488446909;3.444268878;3.830674201;3.837994114;3.248614661;3.870656537;2.730153523;4.593715379;4.162175886;4.857358193;4.143361721;4.469678033;3.536089511;2.343815782;3.89652241;4.075052751;3.904468169;3.832225418;2.86547181;4.173958085;3.519324509;3.086722845;4.139832213;5.160063295;3.962042244;3.771356981;3.781232343;3.740746269;3.088250024;3.050301047;3.459927636;5.568738418
0.166667;0.190610557;0.343985686;0.151035111;0.972355285;0.742539014;0.200126206;0.2799983;0.880091555;0.60380916;0.47195704;0.821097257;1.321557599;1.119266687;1.67611082;2.177503351;2.244068391;2.280959231;2.242095603;0.887333497;1.375662371;0.716385313;1.397008862;0.380603985;0.678444933;0.62670672;1.82612898;1.719347378;0.830898177;1.013767383;-0.371411588;0.122554117;1.687630524;1.421315863;1.677303566;2.075652766;2.262897256;1.719890684;0.990345254;0.478775111;1.443716846;-0.353289985;1.021708077;0.500925363;1.064332377;1.285725409;1.673326021;1.998561404;1.643894232;1.370933397;2.283856738;2.07590049;2.631530573;2.582646663;2.459502505;2.036595568;1.327197916;1.192868964;1.641208919;1.152566093;0.995537239;0.564486078;1.274103283;1.955147744;2.322271175;2.168040842;0.969665944;1.536620526;1.4618756;1.787549206;2.550157956;2.787548554;2.502471692;0.694875037;1.459990847;1.530076956;1.46759085;1.885794753;1.645764223;1.484828183;2.784324779;2.573352994;3.046716314;2.02474415;2.018351877;1.909151428;2.57350309;1.15670163;2.088935717;2.445112181;1.31990822;1.080219407;2.101598037;1.718773287;2.31177598;1.22235779;0.927824193;1.153156251;2.363983517;1.269213411;2.203533464;2.188340414;1.481467005;2.997810067;1.912688628;1.677146202;1.846635105;2.368760404;1.465181072;2.409809222;2.100432755;2.69123103;2.946031807;2.697150872;2.364563978;2.094807622;2.547859176;3.356170543;3.04121045;1.537777137;1.097958942;1.607754143;1.717061393;2.456961996;1.032701497;1.726080814;2.73103932;3.20243849;3.065757077;2.867267712;2.530763523;2.923523654;2.525410277;2.234729059;2.117074289;2.320022318;2.247744586;1.61770038;1.769886782;2.984925283;3.174842314;3.109731043;2.618866449;2.145251561;3.064731357;2.134126666;1.788164254;2.913246068;2.993896736;3.422217648;3.214585936;4.154233372;4.216499432;2.854081246;1.72623482;2.360416029;3.097729534;2.876096615;3.284769271;3.351346889;2.169047302;4.047179565;3.937207203;3.557570105;2.952677137;4.217167164;2.68127671;2.222886642;3.463411031;3.616589343;2.791806327;2.082560135;2.158926474;3.643022283;3.390834622;2.57345749;3.288701064;4.292279129;3.155004355;2.345629807;2.989697595;3.493333361;2.947145646;2.7321932;3.046468776;4.730953797
0.2;-0.931287997;-0.558804054;-0.379599749;-0.039088389;-0.150006504;-1.034862196;-1.355369761;0.707829169;0.115215641;0.580599476;0.714714358;1.470301468;0.342307775;-0.480578015;0.65411543;1.471855248;1.163959956;-0.644023715;-0.601061992;0.733501985;-0.185607606;0.531441206;0.018507136;-0.729518365;-2.057167559;1.102492915;1.02857192;0.260552914;0.098856238;0.095508001;0.417012761;1.121820937;1.539501109;1.215876608;1.577020482;1.517615619;0.427094489;-1.771252805;0.323625557;0.276962015;-1.137264501;0.08224985;0.087061181;0.416701205;0.178119536;0.003568591;1.83989088;0.831001472;0.717138192;1.155803734;0.28024122;1.091145248;2.356739129;1.340392927;1.065437071;1.602228635;0.384076829;0.291610861;0.278611863;1.058755386;0.679965979;0.576062417;0.005563067;1.073758736;1.147080744;-0.142893654;0.286393399;0.521421195;0.735248401;1.176656089;2.108416404;2.230630365;0.608187917;0.796070023;0.873197738;0.924925875;1.142582165;0.772932549;0.351168021;1.937896865;0.814681489;2.029527506;1.612389229;1.044275349;0.470343929;2.179693659;1.858156368;2.127648737;1.935526658;0.358283432;0.887614359;1.884090383;0.593749907;0.289541748;0.271459917;0.8298044;1.623072593;0.91601024;1.726415684;0.674569882;1.853885233;1.683279219;2.388325834;1.31908721;1.42566541;1.272748906;1.2467574;0.779061103;1.878543226;0.493667372;1.952928146;1.907205804;2.254525008;0.920241876;0.849857333;2.440690304;3.189584989;2.760324358;0.9149728;1.316831064;1.443110297;0.906065004;1.760786746;1.328465795;0.754529385;2.975841016;2.450774759;2.695962805;2.729818616;2.118478032;2.011844142;2.371168923;1.732046485;1.742821182;1.132889662;1.413291992;0.670462407;1.980750252;1.931114209;1.835541213;2.474616798;2.613318694;2.120789205;2.324412202;1.149880326;1.632631539;2.416777538;1.56508753;2.829993991;2.978625342;2.771828267;3.492245401;1.818280026;1.444302302;1.696085595;1.510024706;1.935114817;2.324936798;2.342327751;2.353228882;2.704587252;2.982789621;2.664560769;2.385946114;3.485231942;2.634817859;1.742189312;1.463943244;3.013114102;2.647938097;2.212796659;1.938375467;3.319778687;2.522362322;2.712328996;3.047982713;4.09920054;1.600432499;1.878604305;2.590042418;2.794336734;2.752329967;2.422007422;2.870519656;4.457298238
0.233333;-0.989337333;-1.912333307;-1.899232096;-1.024045051;-1.053466464;-2.575078943;-1.610655207;-0.687328911;-0.929661635;-0.265656342;-0.844645248;-0.332002607;-0.429125779;-0.331731794;0.329635094;0.491615465;0.300449844;-0.456458509;-1.317695117;0.156187122;-1.96481627;-0.349960836;-0.41193305;-2.30374065;-0.619589309;0.478737321;0.317888798;-0.497547314;0.095568245;-0.597126901;-0.126578815;-0.018564325;0.294530598;0.491576916;0.938219558;-0.521265946;0.640130553;-0.743847961;-0.272635499;-0.832126096;-0.705926283;-0.650053601;-0.511089384;-0.610480787;-0.092211339;0.427723546;1.252713556;0.713013322;-0.105825892;0.525750639;-0.255434519;-0.503456115;1.856598546;0.270580702;0.913713582;1.051550943;-0.129223471;0.215975545;-0.604353932;-0.176052405;-0.263177629;-0.07899798;-0.647616921;-0.188067229;0.759946408;0.203306457;0.019859569;0.632992185;-0.344826105;0.494758963;1.544457731;1.502002471;0.704036899;-0.275080403;-0.612722593;0.566122319;-0.512228168;-0.451868729;-0.017246774;0.855472994;-0.64533395;1.01876437;0.840489472;1.185007201;0.93665584;0.979394921;0.549896622;1.218207397;0.21824689;0.017865231;0.403382349;0.484200166;-0.08876404;0.215389797;-1.148625802;0.394414015;0.970492411;1.212649854;1.048619128;0.316678361;0.219422268;1.205758025;1.737734309;1.040523452;0.312739142;0.480974583;-0.329959247;0.00343245;0.78455013;0.127884921;1.044283159;1.034312939;1.621874481;0.59532323;1.019262684;1.767056311;2.088877881;2.408372874;0.7549548;0.694608449;1.324323872;0.824266161;1.463617711;1.451069519;-0.104040188;2.020971274;1.49568733;1.363922858;1.577906169;1.357844575;0.72487676;1.253796115;1.83703639;0.547690414;0.955885841;0.608286746;0.753257431;2.061554725;2.022037317;1.12585219;2.126664021;1.379742701;1.131984075;1.035836504;1.996457582;1.450633059;1.609204025;0.690085331;2.126306265;2.331211144;2.349863309;2.106866798;2.06641212;1.665754022;1.152472443;0.324801684;1.433525843;1.731422716;1.474028029;1.170855415;1.781687857;1.827004199;1.740043431;1.880891871;2.806120367;2.101150421;1.154590733;0.667632861;1.592612632;1.860845514;1.733381252;1.184480453;2.869999198;2.269460922;2.406349257;2.035816769;3.170993599;2.677848369;1.005984793;2.400593394;1.918241894;1.534004964;1.924838185;1.701480167;3.496294725
0.266667;-1.881568284;-2.003510628;-2.825627509;-1.672456605;-1.584838984;-2.459223292;-2.424344543;-2.145391764;-1.037052405;-0.811531351;-2.313987369;-1.204389877;-1.70429239;-0.534300826;0.62490217;-0.592006268;-0.489139186;-0.626785798;-1.622090528;-0.768594307;-2.291847777;-1.242094112;-1.971926811;-2.537683077;-1.082263186;-0.333460312;-0.27572546;-0.538975034;-0.605763311;-0.373911001;-1.673067267;0.082988259;-1.166070324;-1.5122562;0.83110959;0.061042421;0.550811697;-0.842205779;-0.867807428;-1.159884441;-1.457026059;-1.7705545;-1.155782697;-1.086291677;0.10116477;-0.217595142;0.28791357;0.068404697;-0.239831634;0.552752258;-0.893582856;-0.250064958;-0.188134374;-0.969467428;-0.415799032;0.048968277;-0.213527783;-0.483045446;-1.186021845;-1.544462529;-1.284281581;-0.327443709;-0.71421892;-0.773561058;0.018172889;0.15199149;-0.60453997;-0.751932106;0.070539011;-0.049200085;1.501786826;1.018077097;-1.028927673;-0.369111841;-0.679734455;-0.276218634;-1.602180165;-0.9221994;-0.691996547;-0.009446704;-0.777381801;1.024846306;0.048555759;-0.064730458;0.442173655;-0.420115505;0.397971811;0.743148997;0.906289252;-0.437797985;-0.795684268;0.125278552;0.196615398;-0.901316723;-0.908521942;-0.433969545;0.703245711;0.254603995;0.56437207;0.079263352;-0.44250864;0.404219626;1.056177908;0.500356668;0.508982997;-0.08416099;-0.624445642;-0.381784074;0.564963531;-0.553738254;-0.767871871;0.274813448;0.982433941;0.605609268;0.669923369;0.557405064;1.654484168;1.219436706;-0.079394716;-0.125482427;0.949526957;-0.291086466;0.904614498;0.801071992;-0.593443148;1.603890821;1.451231348;0.344325044;0.677501728;0.43298345;0.192586116;0.561412616;0.813643375;-0.251118175;-0.124237941;-0.210182901;0.747932633;1.167733145;1.665534391;1.121215945;1.899900254;-0.241417223;0.383096521;1.796321051;1.192077656;0.498049394;-0.078892707;-0.148277854;0.627346711;2.429790605;2.403385234;0.988588276;1.571174522;0.697118353;0.562204401;0.497342786;1.093970074;0.232831099;0.52189297;0.780788408;1.515805325;1.285998012;1.793541752;1.824275641;1.262606629;1.039971497;0.155393915;1.314685282;1.016056397;1.081775753;0.353820479;-0.046878964;2.419541828;1.912680308;1.52338473;1.963330534;2.31211814;2.16411934;0.731315569;2.191175044;0.860985034;1.317955487;1.173292579;1.863304678;3.099796369
0.3;1.453498088;1.701657926;1.567763526;1.382596353;1.444859609;1.619704453;1.309289063;1.449097075;1.222413292;1.599503182;1.895504832;1.270351465;1.400860583;1.698347229;1.208983382;1.837796461;1.469902585;1.713225198;1.65951479;1.611142519;1.653361507;1.601547805;1.495261757;1.673977891;1.821608615;1.184031562;1.714267472;1.988604677;1.814422257;1.620039638;1.515791335;1.460989628;1.741107752;1.397936176;1.739197535;1.293968093;1.806600718;1.88941498;1.850755787;1.749910778;1.594488394;1.558174629;1.898160661;1.62842898;1.642673568;1.734682508;1.624042519;1.794271491;1.74519117;1.834284951;1.851657746;1.850558235;1.890478236;1.781013944;1.7396444;1.607996636;1.361652725;1.365963544;1.67099229;1.382725942;1.742610268;1.890492573;1.352122986;1.226385603;1.816294849;1.648842916;1.306483263;1.743009181;1.703329503;2.108003222;1.929466387;2.076703944;1.625118785;1.705326098;1.092225965;1.883339482;1.487626583;1.815892499;1.415629081;1.27957387;1.474195439;2.239106344;2.032170733;1.781422647;1.980762203;1.89011507;1.384274857;1.456531449;1.253805922;2.065125311;1.899070555;1.820538802;1.90048605;1.3533584;1.123292394;1.570181341;1.725841642;1.75591126;1.510468058;1.023927387;2.128661922;2.307419269;1.873750405;1.273813903;1.330947948;1.424156144;1.633153201;1.852010891;1.67376096;1.704910137;1.874046482;2.020468827;1.294868707;1.588723101;2.25953139;1.734603451;2.81097082;2.146182095;1.717950072;2.048562378;1.713556316;2.060905215;1.761708942;1.744830939;2.158613044;2.252215181;2.276118891;1.915503522;2.296400543;2.218859344;1.58215668;1.929066128;1.124435991;1.939808428;2.259514316;1.674007685;1.356790685;2.260419347;2.434705657;1.374405099;2.099489869;2.102541653;2.41423154;2.352698957;2.268240389;2.23221719;2.02059693;1.985438499;2.598040734;2.612371189;2.265119472;1.948633509;2.699292532;2.054752372;1.85702304;2.355231613;2.307112769;1.728936991;1.813944488;2.174090307;2.43525715;2.493948486;2.332906092;2.283731624;2.837452343;2.510460116;1.826117373;2.024763086;1.840842482;1.550634447;1.788181121;2.012661988;2.626121795;1.775650438;2.734168617;2.723328373;2.187141794;2.345170588;2.31887307;2.013657747;2.406130566;1.697174533;2.325513663;1.99312301;3.110868493
0.333333;2.967979253;2.985949161;2.95865584;2.984485091;2.932932064;2.943914696;2.952142308;2.973237922;2.955851504;2.984444599;3.005481608;2.987825637;2.993890891;3.051782826;2.958467898;2.839009843;2.934959635;2.862929033;3.014143757;3.08123348;3.033517249;3.029373208;3.033989945;3.136505766;3.032949284;3.007926966;3.108864727;3.145092153;3.039138884;3.084400456;2.930493239;2.923506113;2.91380604;2.885051886;2.919468415;3.071638933;3.040342242;3.157575905;3.190001102;3.204761338;3.071842562;3.08203554;3.132697283;3.192696499;3.016054505;3.107084807;3.154924874;3.213334865;3.051411771;3.142523714;3.047659432;3.030268931;3.085146364;3.131176566;2.988343879;3.075700213;2.97126179;2.997696523;3.109945442;2.948574861;3.014082318;3.269791208;3.102533125;2.95910394;3.246544851;3.143710076;2.799892378;2.970649088;3.042014935;3.229684222;3.337123447;3.172055135;3.020960435;3.065201321;3.02091793;3.297366302;3.005282664;3.062924158;2.956036067;2.906318227;3.076595637;3.204658937;3.067949172;3.183650337;2.923289614;3.139362181;3.007263148;3.00798172;2.746379854;3.010349265;3.205943762;3.20665674;3.136652508;3.094251246;2.997868981;3.089446773;2.98348964;3.029900718;3.068076075;2.97887098;3.229338739;3.168092283;3.187979717;3.053980794;3.030916227;3.061846457;3.019811287;3.179208667;3.043639691;3.050309857;3.108134378;3.194857442;3.065146678;3.174223962;3.37876057;3.076293271;3.362892179;3.119549753;3.101521356;3.216656579;3.05894056;3.150977861;3.171771798;3.025362231;3.307714073;3.299440281;3.305352497;3.162364869;3.226308006;3.412152544;3.205249305;3.181176569;2.897148395;3.255429584;3.176458764;3.193725359;3.088070834;3.276649287;3.040821175;2.967721295;3.141784399;3.278517414;3.365724835;3.389620323;3.212986166;3.333735513;3.263985699;3.305734581;3.511313018;3.301698709;3.061289464;3.110849811;3.262251699;3.27119795;3.171505742;3.404683791;3.496224509;2.981270938;3.098109763;3.22988571;3.136244978;3.38489095;3.389665586;3.311981696;3.675967235;3.422537183;3.245741308;3.238402908;3.118806362;3.253296569;3.096439184;3.311807817;3.338557969;2.885270757;3.378931109;3.555151962;2.9054736;3.216406642;3.302990474;3.315531878;3.380018991;3.196957103;3.399952041;3.681205734;3.391073068
0.366667;1.705005229;1.736045577;1.574929883;1.75942618;1.733609868;1.586149137;1.79985994;1.954785098;1.913649472;1.608564488;1.375623525;2.030491755;1.88578374;1.95799446;2.110444557;1.344936587;1.790088118;1.142901892;1.579384398;1.706163527;1.77578792;1.83289034;1.806645807;1.865050517;1.53374848;2.021929659;1.840180202;1.614832935;1.991299447;1.867343986;1.459063727;1.686096655;1.137774502;1.716564228;1.748594319;2.1681443;1.618524621;1.786797862;1.980434597;1.902757486;1.937358593;1.880338147;1.903183432;1.992375977;1.872605603;1.747750013;2.111741235;2.187689227;1.855992258;1.978932133;1.824211037;1.429403181;1.765305411;2.368030671;1.511319296;2.087604808;1.680834662;1.851389125;1.843700535;1.769256254;1.589818932;1.997431744;1.978723229;2.181389076;2.01501366;2.285355635;1.68010569;1.884249644;1.981723294;1.730121414;2.34487257;1.824735098;1.647360406;1.673738378;2.186310608;1.935460671;1.877992145;1.744850774;1.628994056;1.598461183;2.31550138;1.933272133;1.930206343;2.110943047;1.688739136;2.130335502;2.022983338;1.56899901;2.075629299;1.413722333;1.831522427;2.072890221;1.940943647;2.172241898;1.745734687;1.869642763;1.614468045;2.086676042;1.965735446;2.119603144;1.830736332;1.783060462;2.128917658;1.793131232;2.164440178;1.83884088;1.806645259;2.03146272;1.773086792;1.705391898;2.035717923;1.839682184;2.060266665;2.185019131;2.02339066;1.674531522;1.77817999;1.708259153;1.925910991;2.031579387;1.843372227;1.69962225;2.161560872;1.898061023;2.166043044;1.947113166;2.345594947;1.73900932;1.788581672;2.160505625;2.221667689;2.126447976;1.934325414;1.923500981;1.371977147;1.992826141;1.922339872;2.076915154;1.915952389;1.786352431;1.695416512;2.252241421;2.163704385;2.241463355;1.984532443;2.253714115;2.173159571;2.117469079;2.151606704;2.089258679;1.789504718;1.964946058;2.123975495;2.008349031;1.783060424;2.11665294;2.456957436;1.493735579;1.711407725;2.011069136;2.030865623;1.957442503;2.398549119;1.933797836;2.614404402;1.964746493;2.244434374;2.061520332;2.328605353;2.455474122;1.862996809;2.063948894;2.251434394;1.736728339;2.203273755;2.427080856;0.807354379;1.5049919;2.274398653;2.283672766;2.328576509;2.024984273;2.307550305;2.379688357;1.775084939
0.4;-2.798088539;-2.057781057;-2.445858221;-2.437600203;-2.176137786;-1.840967282;-3.058483855;-1.21176775;-1.188474857;-1.81278539;-1.720768321;-0.863617926;-1.886132402;-1.456569918;-0.043046299;-1.214412246;-1.483538916;-1.655451045;-3.479222983;-2.079158993;-2.320900564;-2.121950001;-2.07966813;-2.485186018;-3.384572866;-1.544830704;-1.051690327;-2.075545347;-0.4741529;-1.160250581;-2.10688095;-1.736622997;-0.459402405;-1.279820094;-1.813516796;-1.210720018;-0.650604984;-1.526625326;-1.277801112;-3.939327075;-1.249657149;-2.801905932;-2.003368197;-2.02868357;-0.820420356;-2.149931215;-2.186191527;-1.322167219;-1.368308494;-1.820439432;-1.554125193;-0.515142209;-1.679995163;0.445977858;-0.493762221;-0.278474399;-1.645104118;-1.665323581;-1.995600063;-1.935962628;-1.383991852;-2.768833782;-1.723854596;-0.170643912;-1.954126465;-0.361688732;-1.120711748;-0.875811222;-1.473207716;-0.749571458;-1.258334713;-0.370225071;-1.051952547;-1.279753311;-0.84426629;-2.677875275;-2.264707235;-2.177064095;-1.828455473;-1.707383629;0.249965616;-1.197583109;-1.140110268;-0.17540266;-0.408367748;0.275631956;-0.628196715;-0.705994923;-0.15443621;-1.929862568;-2.040276926;-0.873237888;-2.446624927;-0.632087865;-1.850768803;-1.843305002;-0.165323781;-0.515871147;-2.050053881;-0.206934519;-1.076641776;-1.354418885;0.07220906;-1.529085493;-0.31853718;-2.856376817;-1.230004772;-1.566698722;-1.152661283;-2.869191715;-0.773857332;-1.159455777;-1.200755598;-0.762965417;-2.168491931;-0.826994441;-0.182839558;-0.484650834;-1.277077328;-0.71276293;-0.681548655;-1.415129045;-0.809189296;-1.685007615;-1.646308965;-1.096404399;-0.424256185;-0.202144918;-2.62871348;-1.193783168;-1.411313207;-0.865621336;-0.439777068;-1.346420756;-0.925079083;-1.352056804;-1.062687791;-1.106258177;-0.283314225;-0.305929985;-2.008010357;-0.68915116;-0.70695289;-1.557737152;-1.060338141;-1.688975391;-0.370179528;0.142348533;-0.099630221;-1.207148742;-0.725003305;0.320379194;-1.057772895;-0.500783749;-1.33303679;-1.722489447;-0.968688888;-1.066784153;-0.971080762;-0.692917198;-0.042822297;0.275127002;0.376376042;-0.216133028;0.883946257;-1.389701995;-0.720051438;-1.328295822;0.029597776;-0.813946861;-1.015953036;-0.930761531;-0.225770752;-0.457435666;-0.709559806;1.018428079;0.258527369;-0.832516842;-0.203505195;-0.793799616;-0.552129078;-0.710198608;0.125871339;0.443745866;-0.498155613
